Campaign,Date,City,Latitude,Longitude,Channel,Device,Ad,Impressions,CTR,Clicks,Daily_Average_CPC,Spend_(GBP),Conversions,Total_conversion value_(GBP),Likes_(Reactions),Shares,Comments
Fall ,9/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1404,0.018,25,0.98,24,3,343.2,56,7,3
Fall ,9/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1618,0.017,28,1.93,54,3,165.6,104,8,11
Fall ,9/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1555,0.018,28,1.75,48,2,193.2,54,13,12
Fall ,9/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1038,0.016,17,1.33,22,8,771.6,65,5,2
Fall ,9/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1410,0.017,24,0.7,17,4,242.4,55,19,8
Fall ,9/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1045,0.017,18,0.85,15,4,396,55,12,6
Fall ,9/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1296,0.014,19,2.08,39,4,499.2,92,11,6
Fall ,10/1/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1729,0.019,33,0.75,24,8,744,68,1,17
Fall ,10/2/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1739,0.013,22,1.33,29,8,565.2,68,12,17
Fall ,10/3/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1696,0.011,19,1.54,29,9,678,87,12,5
Fall ,10/4/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1335,0.015,20,0.94,19,4,314.4,111,9,12
Fall ,10/5/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1070,0.011,11,1.77,20,2,254.4,83,8,15
Fall ,10/6/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,998,0.015,15,0.64,10,2,314.4,71,13,12
Fall ,10/7/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1369,0.019,26,0.63,16,6,555.6,52,10,3
Fall ,10/8/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1408,0.018,25,2.08,52,5,490.8,72,12,5
Fall ,10/9/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1040,0.013,13,2.08,27,5,206.4,81,10,11
Fall ,10/10/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1412,0.017,24,1.94,47,6,655.2,51,8,6
Fall ,10/11/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1098,0.012,14,1.67,23,9,781.2,63,5,11
Fall ,10/12/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1540,0.014,22,0.98,21,5,404.4,81,14,8
Fall ,10/13/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1379,0.014,19,1.25,24,3,172.8,72,12,6
Fall ,10/14/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1322,0.018,24,0.58,14,3,374.4,98,9,12
Fall ,10/15/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,977,0.015,14,1.73,24,5,370.8,61,14,11
Fall ,10/16/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1576,0.017,26,2.43,63,2,211.2,65,12,15
Fall ,10/17/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,956,0.015,15,0.93,14,4,277.2,93,0,5
Fall ,10/18/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1322,0.017,23,0.95,22,5,506.4,97,4,11
Fall ,10/19/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1826,0.018,33,1.36,45,3,201.6,54,10,3
Fall ,10/20/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1264,0.017,22,1.59,35,6,586.8,94,7,15
Fall ,10/21/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1281,0.013,17,2.29,38,5,328.8,84,10,12
Fall ,10/22/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1691,0.012,21,1.36,29,4,270,108,13,5
Fall ,10/23/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1300,0.013,17,1.67,28,9,559.2,63,2,11
Fall ,10/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1035,0.012,13,0.87,11,2,169.2,64,3,3
Fall ,10/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1168,0.018,21,1.96,41,8,456,93,5,6
Fall ,10/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,986,0.011,11,0.66,7,6,552,101,12,11
Fall ,10/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1217,0.019,23,2.4,56,3,200.4,94,1,8
Fall ,10/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1496,0.021,31,1.37,43,5,598.8,65,2,14
Fall ,10/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,996,0.018,18,2.06,37,5,349.2,56,16,2
Fall ,10/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1484,0.015,23,1.29,29,6,436.8,91,10,17
Fall ,10/31/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1071,0.016,17,2.21,38,3,336,60,12,15
Fall ,11/1/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1828,0.017,32,1.71,55,8,475.2,98,6,5
Fall ,11/2/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1523,0.012,18,2.06,37,4,459.6,70,19,9
Fall ,11/3/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1320,0.012,16,1.83,29,5,328.8,63,9,12
Fall ,11/4/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1395,0.014,19,1.3,25,6,253.2,94,1,21
Fall ,11/5/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1280,0.019,24,1.29,31,6,520.8,106,8,15
Fall ,11/6/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1338,0.015,20,1.29,26,4,306,62,10,17
Fall ,11/7/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1369,0.017,23,2.5,59,3,241.2,100,2,6
Fall ,11/8/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1168,0.019,22,1.07,24,6,460.8,81,14,2
Fall ,11/9/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1346,0.017,23,1.86,43,5,337.2,102,3,12
Fall ,11/10/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1208,0.018,22,0.81,18,9,535.2,108,8,12
Fall ,11/11/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1226,0.018,22,1.45,31,9,780,59,10,5
Fall ,11/12/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,913,0.011,10,1.13,11,8,741.6,90,14,20
Fall ,11/13/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1704,0.012,21,1.16,24,6,265.2,82,8,8
Fall ,11/14/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,772,0.015,12,2.15,26,5,374.4,86,11,12
Fall ,11/15/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,898,0.016,14,1.3,18,3,230.4,84,5,8
Fall ,11/16/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1377,0.016,21,1.05,22,2,226.8,91,10,18
Fall ,11/17/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1596,0.012,19,2.21,42,3,351.6,96,8,11
Fall ,11/18/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1340,0.013,18,1.29,23,2,154.8,91,3,18
Fall ,11/19/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1667,0.015,26,1.91,49,6,426,68,8,9
Fall ,11/20/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1800,0.017,30,2.24,67,4,240,93,3,2
Fall ,11/21/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1102,0.012,13,1.59,21,6,266.4,71,6,15
Fall ,11/22/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1225,0.012,15,1.12,16,4,276,53,2,5
Fall ,11/23/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1339,0.012,16,0.94,15,4,376.8,102,11,9
Fall ,11/24/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1152,0.018,21,2.52,52,6,658.8,55,1,6
Fall ,11/25/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1286,0.021,26,1.45,38,8,729.6,61,3,14
Fall ,11/26/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1578,0.020,31,2.22,69,6,592.8,76,2,5
Fall ,11/27/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1404,0.015,21,0.72,15,2,265.2,67,12,15
Fall ,11/28/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1444,0.019,28,0.83,23,9,577.2,77,4,0
Fall ,11/29/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1293,0.020,25,1.83,46,4,324,96,5,8
Fall ,11/30/2023,Birmingham,52.489471,-1.898575,Instagram,Desktop,Discount,1754,0.015,26,1.99,52,2,132,88,9,6
Spring ,3/1/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,998.6,0.011,11,1.13,13,5,378,64,8,20
Spring ,3/2/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1073.2,0.012,13,1.15,15,4,268.8,58,18,5
Spring ,3/3/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1586.6,0.017,27,0.92,24,3,187.2,80,9,20
Spring ,3/4/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1484.4,0.010,15,2.01,30,4,182.4,57,6,11
Spring ,3/5/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,877.6,0.014,13,2.25,29,1,48,86,15,17
Spring ,3/6/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1318,0.017,22,1.43,32,3,176.4,83,13,17
Spring ,3/7/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1620.2,0.019,32,1.83,58,4,297.6,72,6,17
Spring ,3/8/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1330.2,0.018,24,1.55,38,6,482.4,80,14,17
Spring ,3/9/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,832.8,0.018,15,1.69,25,5,450,59,18,5
Spring ,3/10/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1370.4,0.016,22,0.67,14,4,168,69,11,5
Spring ,3/11/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,882.6,0.017,15,1.94,29,4,355.2,92,16,18
Spring ,3/12/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1171.8,0.016,19,1.17,22,4,355.2,76,10,18
Spring ,3/13/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1295.6,0.021,27,0.46,12,3,262.8,71,14,9
Spring ,3/14/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1076.6,0.021,22,0.49,11,6,496.8,74,17,20
Spring ,3/15/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1206.8,0.016,20,1.85,36,6,525.6,89,9,9
Spring ,3/16/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1596.2,0.014,22,2.33,52,6,216,75,9,15
Spring ,3/17/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1646.6,0.014,23,1.9,44,6,331.2,108,8,5
Spring ,3/18/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1267.8,0.012,15,1.08,17,1,48,104,8,17
Spring ,3/19/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1244.6,0.016,20,2.07,41,1,52.8,76,14,11
Spring ,3/20/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,983.8,0.018,18,2.22,39,7,411.6,59,6,14
Spring ,3/21/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1461.2,0.019,28,1.82,51,6,288,60,8,17
Spring ,3/22/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1350.2,0.015,20,1.25,25,5,426,55,9,12
Spring ,3/23/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,934,0.019,18,2.25,40,1,58.8,99,18,5
Spring ,3/24/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,898.2,0.016,14,1.27,18,2,139.2,81,7,18
Spring ,3/25/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1615.8,0.015,24,0.92,22,6,489.6,71,7,5
Spring ,3/26/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1244.6,0.018,22,2.15,48,7,613.2,104,10,6
Spring ,3/27/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1171.4,0.017,20,0.98,19,2,122.4,64,5,6
Spring ,3/28/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1108.4,0.018,20,0.98,19,5,348,84,5,15
Spring ,3/29/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1642.4,0.015,25,0.9,22,1,66,74,9,18
Spring ,3/30/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,922,0.013,12,2.21,27,6,360,61,17,3
Spring ,3/31/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1592.4,0.017,28,0.68,19,7,663.6,70,15,6
Spring ,4/1/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1709.4,0.015,26,1.71,45,4,316.8,107,12,11
Spring ,4/2/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,810.4,0.014,11,0.48,6,1,70.8,105,10,3
Spring ,4/3/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1610.8,0.016,25,2.4,60,6,316.8,77,9,18
Spring ,4/4/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1078.2,0.018,20,2.45,48,7,579.6,94,4,12
Spring ,4/5/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,862.6,0.018,15,0.82,13,6,244.8,75,2,17
Spring ,4/6/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1133.4,0.015,17,1.06,18,2,122.4,57,20,8
Spring ,4/7/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1108,0.018,20,2.05,40,1,68.4,97,16,17
Spring ,4/8/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1013.6,0.011,11,1.63,18,4,364.8,104,4,15
Spring ,4/9/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,928,0.016,14,2.27,33,5,204,70,15,8
Spring ,4/10/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1098,0.016,17,2.42,41,6,352.8,80,5,9
Spring ,4/11/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1614.2,0.012,19,0.59,11,1,84,104,13,2
Spring ,4/12/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1277.6,0.016,20,1.93,39,1,79.2,63,8,8
Spring ,4/13/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1277.4,0.016,21,0.92,19,2,187.2,81,14,12
Spring ,4/14/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,937.6,0.015,14,2.09,29,1,90,77,4,14
Spring ,4/15/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1235,0.016,20,2.06,41,5,450,91,12,17
Spring ,4/16/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,711.8,0.013,9,2.32,21,3,208.8,61,3,5
Spring ,4/17/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1157.4,0.014,16,1.41,22,6,338.4,100,7,6
Spring ,4/18/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1380.8,0.020,27,0.49,14,7,495.6,93,9,14
Spring ,4/19/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1166,0.017,20,0.62,12,2,134.4,102,14,9
Spring ,4/20/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1267.4,0.015,19,0.75,14,5,396,100,7,11
Spring ,4/21/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1185,0.021,24,0.83,20,7,470.4,90,16,12
Spring ,4/22/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1447,0.018,26,1.61,41,6,540,66,5,11
Spring ,4/23/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1075.6,0.014,15,0.64,10,6,309.6,96,4,5
Spring ,4/24/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1446.6,0.017,25,2.2,56,5,222,95,4,8
Spring ,4/25/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1236.4,0.013,16,2.31,36,5,438,76,9,12
Spring ,4/26/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1209.6,0.011,14,2.01,27,7,638.4,66,19,12
Spring ,4/27/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1324.4,0.017,22,2.27,50,1,85.2,100,13,5
Spring ,4/28/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1844,0.020,36,1.13,41,1,86.4,70,13,5
Spring ,4/29/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1051.2,0.012,12,0.55,7,5,228,106,8,5
Spring ,4/30/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1589.8,0.019,30,1.68,51,2,175.2,83,5,12
Spring ,5/1/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1024.6,0.018,18,2.32,42,6,489.6,60,14,20
Spring ,5/2/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,964.6,0.010,9,2.07,20,2,122.4,98,9,12
Spring ,5/3/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1263.8,0.018,23,1.29,30,1,84,95,18,11
Spring ,5/4/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1498.6,0.014,21,0.48,10,1,75.6,108,9,8
Spring ,5/5/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1124.4,0.022,25,0.47,12,5,408,78,15,8
Spring ,5/6/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1543.8,0.020,31,0.69,21,4,336,105,4,18
Spring ,5/7/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1179.4,0.017,20,2.33,47,7,252,99,10,5
Spring ,5/8/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1469,0.015,21,0.59,13,4,360,83,9,8
Spring ,5/9/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1267.4,0.016,20,2.21,43,2,153.6,103,10,11
Spring ,5/10/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1694.2,0.020,34,0.78,27,7,369.6,79,11,5
Spring ,5/11/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1411,0.016,23,1.9,44,7,630,69,14,14
Spring ,5/12/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1078.4,0.019,20,1.05,21,1,60,91,8,17
Spring ,5/13/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,934.4,0.012,11,1.83,20,7,655.2,78,16,14
Spring ,5/14/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1289.2,0.010,13,1.97,25,3,111.6,64,15,20
Spring ,5/15/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1651,0.019,31,1.05,33,1,84,59,15,17
Spring ,5/16/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1484.2,0.015,23,1.55,35,2,98.4,83,10,15
Spring ,5/17/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1186.2,0.014,16,1.9,31,5,360,73,11,14
Spring ,5/18/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1545.2,0.015,23,1.39,32,2,139.2,92,9,12
Spring ,5/19/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,950.8,0.014,13,2.44,33,7,621.6,85,19,9
Spring ,5/20/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,930.6,0.017,16,1.77,28,3,198,83,8,11
Spring ,5/21/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1161.6,0.013,15,0.93,14,7,638.4,79,13,14
Spring ,5/22/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1202.8,0.015,18,0.99,18,5,228,88,17,11
Spring ,5/23/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1525.2,0.019,29,2.05,58,4,360,92,19,6
Spring ,5/24/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1291.2,0.018,23,2.35,54,7,445.2,102,4,9
Spring ,5/25/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1136.4,0.019,22,1.59,35,4,307.2,96,11,12
Spring ,5/26/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1581.8,0.018,28,1.22,34,4,211.2,95,19,17
Spring ,5/27/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,922.2,0.018,17,2.32,39,4,360,87,16,6
Spring ,5/28/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,812,0.016,13,2.35,31,2,88.8,79,22,14
Spring ,5/29/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1540.8,0.013,19,1.68,33,5,294,103,18,18
Spring ,5/30/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,814.6,0.022,18,0.95,17,7,268.8,73,14,11
Spring ,5/31/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1501.6,0.016,23,0.53,12,1,88.8,75,6,18
Summer ,6/1/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1028.5,0.018,18,2.22,40,6,196.8,107,11,17
Summer ,6/2/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1005.7,0.017,17,1.45,25,0,4.8,84,19,5
Summer ,6/3/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,653.1,0.012,8,2.37,18,2,228,85,22,21
Summer ,6/4/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1252.1,0.018,23,2.01,46,0,46.8,108,22,6
Summer ,6/5/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,864,0.014,12,2.1,25,4,417.6,118,10,9
Summer ,6/6/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,776,0.016,12,0.81,10,3,111.6,73,17,6
Summer ,6/7/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,566.9,0.019,11,1.93,21,3,186,107,13,21
Summer ,6/8/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,762.4,0.013,10,2.13,20,2,80.4,84,13,14
Summer ,6/9/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,952.6,0.015,14,1.84,26,2,142.8,69,14,15
Summer ,6/10/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,971.2,0.019,19,2.08,39,3,247.2,78,24,15
Summer ,6/11/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,775.9,0.017,13,2.35,31,5,390,101,10,20
Summer ,6/12/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,955.5,0.017,16,0.95,15,1,51.6,97,16,12
Summer ,6/13/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,771.5,0.015,12,2.38,27,2,111.6,114,23,27
Summer ,6/14/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,931.8,0.014,13,0.82,11,0,4.8,77,20,23
Summer ,6/15/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,511.6,0.015,8,2.44,19,3,165.6,88,24,5
Summer ,6/16/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,716.6,0.014,10,2.59,26,2,205.2,86,11,8
Summer ,6/17/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1198.8,0.019,23,2.1,48,1,12,87,17,20
Summer ,6/18/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,773.1,0.014,11,2.31,25,1,2.4,104,11,11
Summer ,6/19/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,979.4,0.019,19,2.44,46,2,109.2,93,7,18
Summer ,6/20/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1137.1,0.013,15,2.24,33,4,280.8,106,18,26
Summer ,6/21/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1014.7,0.014,15,1.16,17,2,153.6,86,9,6
Summer ,6/22/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,994.1,0.013,13,2.19,29,0,62.4,102,19,18
Summer ,6/23/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1215.4,0.014,17,2.39,41,4,294,92,14,9
Summer ,6/24/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,902.5,0.012,11,1.29,14,1,132,81,12,23
Summer ,6/25/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,969.8,0.016,16,2.29,36,6,300,80,19,20
Summer ,6/26/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,575.8,0.019,11,1.08,12,2,135.6,84,19,20
Summer ,6/27/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1115.8,0.014,16,1.89,30,0,3.6,79,16,14
Summer ,6/28/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,821.8,0.012,10,2.42,24,2,91.2,72,20,8
Summer ,6/29/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1032.8,0.016,17,2.5,42,4,279.6,93,22,18
Summer ,6/30/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1220.6,0.014,17,1.6,27,6,561.6,109,25,8
Summer ,7/1/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,634.1,0.015,9,1.04,10,0,2.4,95,16,20
Summer ,7/2/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,887.5,0.012,11,2.21,23,6,315.6,76,17,27
Summer ,7/3/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1270.6,0.014,18,1.67,30,6,288,87,9,23
Summer ,7/4/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1230.5,0.014,17,1.17,20,1,75.6,91,18,23
Summer ,7/5/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1151.6,0.017,20,0.83,17,1,117.6,66,14,6
Summer ,7/6/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,641.1,0.013,8,2.28,18,6,362.4,116,18,3
Summer ,7/7/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1073.5,0.013,14,1.59,22,6,624,111,20,5
Summer ,7/8/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1120.6,0.017,20,1.05,21,4,250.8,89,21,6
Summer ,7/9/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,761,0.013,10,1.62,16,0,20.4,115,15,23
Summer ,7/10/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,902.7,0.012,11,1.54,16,3,195.6,107,21,14
Summer ,7/11/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,585.7,0.017,10,1.01,10,6,442.8,92,15,14
Summer ,7/12/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,919.9,0.013,12,2.43,29,0,16.8,85,13,21
Summer ,7/13/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,1215.5,0.018,22,1.7,38,1,112.8,76,8,18
Summer ,7/14/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,635.8,0.016,10,1.36,14,3,333.6,76,16,20
Summer ,7/15/2023,London,51.50735,-0.12776,Instagram,Desktop,Discount,725.7,0.012,9,1.44,13,4,320.4,94,20,18
